발언내용,2021일부,2021전체
"""특히 등교를 하게 되면 아무래도 담임선생님이 점심식사 끝나고, 예를 들어서 A라는 학생이 약물을 복용하게 되면 제때 약물 복용을 해야만 그런 정신성질환 환자들한테는 주효하거든요. 그렇지만 원격, 쉽게 말해서 그러면 부모가 그 아이 관리를 해야 되는데 그 아이 부모는 맞벌이로 밖에 나가 있을 때 과연 그 아이가 제때제때 그런 악물을 복용하고 있는지 여부 담임선생님이 체크를 해주셔야지. 또 우리 교육청에서는 그런 아이가 몇 명이나 있고 그 정도의 차이는 어떤 정도이고 그것을 관리해서, 특히 아까 얘기한 초등학교 때부터 집중적으로 배려해 줌으로 인해서 성장기에 그 아이들이 일반적인 학생과 같이 성장할 수 있다는 것 아주 민감한 사항이에요. 그냥 위클래스 설치하고 위센터 설치하고 이런 것으로 해서 넘어갈 것이 아니라 조금이라도 섬세하게 교육자적인 자세 내지는 부모의 자세로 그 위기에 처해 있는 아이 하나하나를 꼼꼼히 챙겨주십사 하는 얘기가 제 주장입니다.""",긍정,중립
이상입니다.,긍정,중립
"""7,000명 정도나 지금 학령, 중학교 3학년 학생 수가 또 줄어들어 있어요.""",부정,중립
맞습니다.,긍정,중립
"""그런데 보니까 저희들 인문계 이런 공립학교들보다 그 부담률이 형편없어요. 몇 개 학교만 특성화고 중에서 법인전입금을 100% 납입하고 있고요 나머지는 두 자릿수도 아니고 한 자릿수네요. 4.4%, 7%, 1%, 아예 0%인 학교들도 있어요. 법인전입금을 전혀 안 내고도 그냥 지원을 다 해 주고 이렇게 할 수 있는 모양이죠?""",부정,중립
"""특성화고예요, 특성화고.""",중립,긍정
이상입니다.,긍정,중립
유치원에서는 그럼 무상급식을 안 합니까?,중립,부정
이것도 역시 유치원은 포함이 안 된다 이런 문제고요?,중립,부정
"""사실 저도 지금 위원님 말씀하시는 상황하고 느낌은 똑같습니다. 지금 저희들이 학원이 많은 자치구를 위주로 해서 지역청당 2명씩 정도 지도점검할 수 있는 인원이 있고요. 강남이라든지 강서라든지 강동 쪽 이런 세 군데만 한두 명, 강남은 5명 점검공무원이 있습니다. 그런 27명을 가지고 운영을 하다 보니 굉장히 어려움이 많은 것도 사실이고요. 또 코로나하고 겹쳐서 이번에는 방역점검까지 하느라고 관련공무원들의 고초가 심했습니다. 제 개인적인 바람도 학원이나 이런 단속하는 데 필요한 인력지원이 더 되면 좋겠다는 그런 바람이 있습니다.""",긍정,중립
많이 줄었네.,부정,중립
노원 제4선거구 출신 김생환 위원입니다. 특성화고에 대해서 더 얘기하겠습니다. 현재 특성화고가 서울에 70개 교가 있습니다. 맞나요?,긍정,중립
2020학년도 신입생 모집결과 70개 학교 중에서 42개 학교가 미달이 되었네요?,부정,중립
"""나는 이것은 사태라고 보이는데요. 2017년도에는 16개 교가 미달이었습니다. 2020년, 불과 몇 년 사이에 42개 교가 미달인데 2017년 대비해서 2.8배가 늘어났습니다. 그리고 올해 특성화고등학교 학생들 중에서 일반고등학교로 전학을 할 학생이 600명 정도 될 거라는 예상이 있습니다. 그래서 특성화고가 위기라고 말을 하지 않을 수가 없을 것 같습니다. 그래서 많은 동료위원님들이 특성화고등학교를 살려내는 대책을 마련하라 이런 지적들을 많이 하고 있는 것 같습니다. 맞죠?""",부정,중립
"""제 나름대로 왜 이렇게 이런 문제가 발생했는가 원인진단을 해 봤습니다. 우선 중요한 것은 학령인구가 크게 감소하고 있습니다. 그리고 학부모들이 전통직업계 고등학교를 선호하지 않는 그런 측면도 있습니다. 그리고 현장실습생들 안전사고 발생이 몇 건 있었습니다. 이런 부정적 이미지도 있습니다. 그리고 또한 졸업생 중에서, 이게 중요한 거겠죠. 취업률 감소 이게 중요한 건데 2016년도에 51.3%가 취업이 되었어요. 그런데 2019년 37%로 떨어졌어요. 무려 3년 사이에 14.3%가 감소한 겁니다. 금년에는 코로나 때문에 수업이 제대로 안 됐기 때문에 아마 더 떨어질 것으로 보입니다. 이러한 이유들 때문에 미달사태라고 저는 얘기하겠습니다. 미달사태가 더 커지고 있다고 봅니다. 우리 교육청에서 특성화고등학교 미달사태 이것을 개선할 계획이 있으면 말씀해 주시기 바랍니다.""",부정,중립
"""그래서 마이스터고 학생들은 취업하고 싶으면 다 하는 거예요, 100%. 그렇죠?""",중립,긍정
"""다른 방향으로, 다른 곳으로 가거나 그러기 위해서 하지 않고 있을 뿐이고 100% 다 되고 있습니다. 우리도 마이스터고 수준으로 끌어올릴 수 있는 방법 없나요?""",부정,긍정
이상입니다.,긍정,중립
"""저희들은 동급, 선후배 간의 문제면 학교폭력으로 취급을 하고요.""",부정,중립
네. 당연히 지금 학교 지도자에 대한 그런 연수나 교육을 꾸준히 하고 있고요. 해당하는 건에 대해서는 올해 처음 일회성으로 전수조사를 했지만 저희들이 매년 연례적으로 정기적으로 조사를 하도록 이렇게 방침을 정했습니다.,긍정,중립
그런데 지도자 정도 되면 교육청에서 교육한다고 그래서 말을 듣겠어요? 학생들이야 당연히 예방교육을 해야 되겠지만 제가 볼 때는 지도자급에 있는 분들은 교육하기 쉽지 않을 것 같은데 일선에서.,중립,부정
사후약방문식으로 징계하고 처벌한다고 해서 그게 해결될 문제가 아닌 것 같아요. 교육이 굉장히 중요한 것 같아요. 그래서 학교 일선이나 교육청의 역할도 굉장히 중요하다고 생각합니다.,부정,긍정
"""그리고 다음은 학생 도박. 지금 전부 핸드폰을 가지고 있을 거야, 학생들도. 이걸 이용해서 또 전수조사를 했는데 거의 50%가 도박한 경험이 있다, 돈이 오가는 걸 얘기하는 겁니다. 물론 게임하는 학생들도 많겠지만 도박은 돈이 오간다는 얘기예요. 돈이 오간다는 얘기는 학생들 간에 돈도 꿔주고 갚고 그러는데 갚지 못할 경우에는 학교폭력이 발생하고, 우리가 이게 겉으로 드러나지 않지만 전체 학생의 50%가 도박경험이 있다는 얘기는 상당한 숫자라고요. 그래서 교육청에 학생 도박 예방교육 조례도 있는 것으로 알고 있어요. 맞죠?""",중립,부정
"""아까 우리 국장님 말씀하셨듯이 전문기관과 연계해서 예산을 투입해서라도 상담을 한다든지 학생들 치유프로그램을 만들어서 예방활동에 적극적으로 노력을 해야 될 거예요. 사건이 난 다음에, 쉬운 것이 아니에요. 교육청의 역할도 굉장히 중요하다고 생각을 합니다, 학교 일선도 마찬가지고요. 제가 노파심에서 그러는 것이 아니라 주변에 보면 그런 경우가 굉장히 많습니다. 이미 사건이 난 다음에는 걷잡을 수 없이 주워담기가 힘들어요. 또 도박은 돈이 관련된 문제이기 때문에 항상 일선 학교에 교육을 철저히 하도록 노력을 하세요.""",부정,긍정
이상입니다.,긍정,중립
"""문영민입니다. 수고들이 많으시고, 우리 평생진로교육국장님은 업무에 아주 밝으신 것 같아요. 제가 죽 경력을 보니까 행정직급에서 다양한 업무를 관장하다 보니까 답변이 능수능란하고 업무파악이 잘 돼 있다 이런 생각이…….""",긍정,부정
"""그게 뭐 수요도 많지 않았고요. 그다음에 또 차량의 문제, 행정적인 문제 여러 가지 뭐…….""",중립,부정
우리 교육인생이모작지원센터가 2016년도부터 활동을 해서 2020년 지금 5년째 활동을 하고 있는 거죠?,긍정,중립
예산도 차이가 연도별로 있지만 적지 않은 예산을 갖고 교육인생이모작지원센터가 활동하고 있는데 법적 조례 근거도 없이 이렇게 활동을 지속적으로 계속해야 되는 사항인가요?,부정,중립
"""그러니까 50플러스재단은 그 나름대로 나이라든지 정년 하지 않는 일자리를 구하는 측에 포커스가 맞춰져 있어요. 그리고 우리 인생이모작지원센터는 퇴임 교원들이 본인의 여러 가지 경험을 살려서 그런 봉사활동으로 운영하는 측면이 없지 않아 있고요. 그런데 제가 드리는 말씀은 꽤 많은 예산을 투입해서 운영함에도 불구하고 법적 근거가 없어서 드리는 말씀이고, 물론 자원봉사활동 기본법에 의해서 한다고 하지만 지금 부정적으로 보는 시각들을 이 조례상에 담아서 제어하게 되면 충분히 그런 부분은 이해가 될 수 있다 이렇게 말씀을 드리고, 그 전에 대가성에 부분에 대해서도 마찬가지입니다. 봉사활동인데, 재능기부인데 무슨 대가냐, 그런데 미국에서도 보면 자원봉사보호법에 의해서 연간 500달러 약 55만 원 정도에서 지급하게 돼 있어요.""",긍정,중립
"""오히려 작년보다 저희들이 코로나 때문에 걱정을 했는데 선도기업에, 저희들은 하이파이브라고 홈페이지상에서 바로 승인을 해야지만 할 수 있는데 그 인원이 조금 늘어나 있습니다. 지금 700명대 이상으로, 작년에 600명대였다가 지금 올라와 있어서 조금 기대가 되고 있는 면이 없지 않아 있습니다.""",긍정,중립
저희들이 사실 정규직 공무원들은 어떤 책임감이나 거기에 대한 의무감이나 이런 걸로 하는데 비정규직 같은 경우에는 기강이나 이런 것들도 차이들이 저마다 좀 다르고요. 근무하는 시기도 차이가 있고 그러다 보니 이런 놓치는 부분이 있는 것 같습니다. 저희들이 이 부분까지 더 빈틈없도록 노력하도록 하겠습니다.,중립,부정
전체 참여율도 낮고 또 지원청별로 어떤 지원청들은 아예 교육을 시키지 않고 있는 걸로 보여요. 이거는 문제로 보이거든요. 그래서 확실하게 지도해 주셔야 될 것 같아요.,부정,긍정
"""지금 교육청 소속 직원들 성 관련 비위 계속적으로 반복이 되고 있습니다. 그렇지 않아요? 자료상으로 그렇습니다, 자료상으로. 그렇죠? 그래서 이런 문제를 예방하기 위해서는 교육이 꼭 필요하다 이렇게 말할 수 있을 것 같은데요. 하여튼 뭐 우리 비정규직도 우리 교육청 직원이니만큼 다 교육을 받을 수 있도록 안내해 주시기 바랍니다.""",부정,중립
이상입니다.,긍정,중립
"""오전에 마스크 구매현황, 제가 요구한 자료와 또 요구번호 1488번 차이를 명쾌하게 오셔서 설명해 주셔서 감사합니다. 오해 같은 게 이렇게 설명을 통해서 풀어가는 과정이라고 생각합니다. 꼼꼼히 일해 주셔서 감사드리고요. 그러면서 또 우리 존경하는 문영민 위원님이 말씀하셨는데, 한 20~30분만 버티시면 이제 끝나니까 좋으시겠습니다. 그래도 질의는 계속됩니다. 작년에 이 자리에서 우리 국장님께서 답변하신 게 있어요. 회의록을 딱 뒤져봤더니 학원교습 관련해서, 우선은 일요일휴무제는 계속 잘 준비하고 계시는 거죠? 간단하게…….""",긍정,중립
"""사실은 일요일휴무제를 하면서 누가 더 이익 보느냐, 지금 중요한 정책으로, 목표로 생각한 것이 있지만 이로 말미암아서 발생할 수 있는 여러 가지 것들 같이 고민해 주셔야 됩니다. 그러니까 신문에 기사 났듯이 서울시에서는 그랬는데 다른 시도로 간다든가 또 돈 많은 사람들은 진행한다든가 그런 것을 좀 같이 염두에 두고, 사실은 공교육이 활성화되는 게 맞는데 여하간 이런 방편이라도 고민하는 여러 가지 것들이 무슨 의미인지는 알지만 같이 보조를 맞추고 같이 가셔야 말이 되는 거지 엉뚱하게 소수의 몇 사람만 혜택 보거나 그런 기회를 틈타서 하는 것은 막아져야 한다 그게 정의적 차원이라는 생각을 합니다. 그러면서 지난번 국장님 답변하신 게 10시 교습시간 규제할 때 규제 단속하시는 분들 앞서서 다른 여러 존경하는 위원님이 말씀하셨는데 막 격무시잖아요, 저녁 늦게 단속하고 또 성과도 내야 되고 싸울 때 싸워야 되고. 그래서 장상기 위원님께서 가산점이나 인센티브 같은 거를 주라 이런 건의도 하셨습니다. 그랬더니 답변은 역시 인사상 해 주고 싶은데 형평성, 공평성 그런 거 때문에 또 그러셨는데 그래도 이렇게 지적이 됐었는데 고민 안 하시나요? 기피부서죠? 다 안 가시려고 그러는 것 같아요.""",부정,긍정
